name,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2016,2015,2016
USA,1286.4984033865046,1359.7720768690485,1406.8056588040788,1492.3370796385004,1573.0017441192358,1626.7083891337415,1658.9896894202234,1741.5444367994683,1810.6753880459785,1763.7871021847902,1716.4212845865673,1808.277200451811,1853.144045440527,1851.8101167474256,1877.537010092133,1811.6353217401088,1759.4619236427386,1682.698479814778,1671.5117210464477,1760.8791980403894,1755.3668101643611,1761.4282737585927,1822.2214155503234,1906.3932634972552,1960.2374944366245,1965.7919543571422,1963.1639571556939,1994.6732211270596,2036.6589121290501,2074.3527311143484,2119.0216127048247,2189.486398995041,2206.656466766541,2220.597680786556,2257.8403557645443,2309.9381422992574,2256.38214279378,2290.923083996032,2299.0316926100663,2345.84917331085,2348.706244960788,2331.6419653742378,2370.247532727396,2318.845056955737,2205.071333090631,2284.0689096272154,2264.5490961178257,2209.2620711334516,2270.628033198936,2296.53750898839,2275.9076379130743,2272.6796764569663,-0.004146683495491743,-0.003143619280308485,0.17118312418460846
Canada,116.31596320767525,123.48591931031363,129.55862008417432,138.36772050504592,146.18369950672033,156.64764723718153,160.97900000000004,172.151,182.77,189.064,187.001,197.3909764673938,207.07288803910035,210.58814336787796,212.92733995565013,218.0138255821555,211.99067575789576,215.10874201123337,213.26119173542918,227.34212544186494,234.44279322693376,234.7092509347674,242.67483100169457,253.0520699633937,256.2283032720214,251.41696304506283,251.75409183231915,258.3188715676206,264.24630720653374,274.0236374896427,280.8336698249924,291.00413122714724,292.4940713193577,286.5957710069705,294.1353051757608,303.19068019869604,296.94921364252406,305.2601812715886,312.3470138964564,315.63376033305804,322.6138871433075,319.511705615876,325.39159781751846,326.0151313150962,310.48478166539377,315.4661628083018,327.617092110455,326.5290337935617,336.1083460525696,334.2853428568128,327.7177665603478,329.71073473232997,0.0033324991818517447,0.0015708883292973042,0.02483452297747135
Mexico,24.449343460399355,25.71866217636381,26.00136103945735,28.397762969332188,31.26126005541225,33.280680424190315,34.8704175026273,38.37446020827362,41.277933389650684,45.975416255600315,49.62199169821948,52.91569521252257,55.82464204291182,63.44854203734573,70.3998666099621,76.47444895191747,84.29745966973813,88.16363708292617,87.30500651447944,91.92641799395713,95.75875206705838,92.44112545320084,95.50030478494895,96.019096141693,100.83458725747704,106.3116600665181,110.80572636835099,112.65896265339651,113.6067099472124,121.26149617676299,117.64947400077459,122.73456603122165,127.39389921729891,134.35223835832065,135.92152427656356,142.20525150373484,141.7109257425627,145.91141053060187,148.4741831162973,155.83003586529196,167.6583836628566,172.9228771273921,170.82919156020608,174.34466615166744,174.13696483437982,178.2591182587135,186.4675594138635,188.52219641727442,189.14171208533264,190.3880654981457,188.8230962828256,186.52806603374685,-0.014853425323963165,0.011959156021475792,0.014049695804715157
Total North America,1427.2637100545792,1508.976658355726,1562.3656399277104,1659.1025631128784,1750.4467036813685,1816.6367167951134,1854.8391069228508,1952.069897007742,2034.7233214356293,1998.8265184403906,1953.0442762847867,2058.5838721317273,2116.041575522539,2125.846802152649,2160.864216657745,2106.1235962741816,2055.7500590703726,1985.9708589089375,1972.0779192963564,2080.147741476211,2085.5683554583534,2088.578650146561,2160.3965513369667,2255.464429602342,2317.3003849661227,2323.5205774687233,2325.723775356364,2365.6510553480766,2414.5119292827962,2469.637864780754,2517.5047565305917,2603.22509625341,2626.544437303198,2641.545690151847,2687.897185216869,2755.3340740016884,2695.042282178867,2742.0946757982224,2759.85288962282,2817.3129695092,2838.978515766952,2824.076548117506,2866.4683221051205,2819.204854422501,2689.6930795904045,2777.7941906942306,2778.633747642144,2724.3133013442875,2795.878091336838,2821.2109173433487,2792.4485007562475,2788.918477223043,-0.003992918413132429,-0.0016511853318661451,0.21006734669208527
Argentina,26.935815572333247,28.00117026221922,28.72370375142704,29.59954059468509,30.66909765060382,28.873684221678264,30.39103961661885,31.140948669728118,32.296039341865125,33.26456479527763,33.02966620729235,34.36285055614868,35.626654192675005,36.47659291375844,38.997379818395395,39.25660637968503,37.690976249205924,38.081517635037805,40.2235217080019,40.16968987768328,39.15137300943314,44.39635215274373,46.5077386115494,47.683227794710795,46.05457245351765,45.261139537478854,46.493837104669694,48.80432369916183,49.35933865553343,50.848023108999,52.764172334979335,55.498910533591115,57.68128473027086,58.822395665604134,58.44420084585719,61.483741838663,60.703952889816016,58.33830121927321,61.85352266726219,64.78329811161584,69.04617662672469,72.50797447900437,75.57392279873214,76.8183428875822,74.81260642487237,79.69543080217395,81.35452948002091,83.44899532365334,86.50296465154074,86.73300922286879,88.71344110081802,88.85268615124448,-0.0011669241357594728,0.025380322709679604,0.006692575756460428
Brazil,22.047896792499998,24.0325029625,24.902351175000003,28.5187243075,31.118106304999998,36.66991214831458,40.11686154361685,46.187830002625184,55.068698263616156,60.115390409439996,63.48073704307169,69.73930175535108,74.70454437712954,82.60741551023017,89.56439147081915,91.34566407743299,88.86503282002661,93.45245911837549,95.56347108333208,102.92072143636801,109.91290296935178,117.74644529603061,121.25704468188098,125.91209723004089,128.55945705680904,125.97774070901819,130.85883762884757,137.08962935619405,143.10198923422374,150.42898897399166,157.85466898379872,166.70324565173647,175.74543892431169,181.9413879640918,184.93049365377823,187.87963000554444,185.51874478607706,190.5355410706755,194.2101787364621,204.4121552359845,211.26853618101222,216.77923563965672,231.78164378950723,243.88917146480304,242.95105167840768,267.5654851478629,279.7142101680585,284.82409344444494,296.83543635886514,304.90380193726793,302.5746489733142,297.8183024555462,-0.018408870324492455,0.03657270967960358,0.022432316094636917
Chile,6.123682404074329,6.558661057925003,6.670997676916648,6.648323569515784,7.1562511131716935,7.545917050582868,8.057934153957552,8.287897678417886,8.008640028058108,7.906508652758294,7.129940028058108,7.482718079377291,7.7325020047970305,8.206191030456623,8.467969855636511,8.736758881296105,8.960990256595919,8.174599683214916,8.35786521247228,8.772481287052543,9.039088550481958,9.431190976150598,9.884045635154083,11.071654147621837,12.281852251436838,12.960725039598126,14.208026617058518,15.684572020686156,16.586377331048148,17.459606425106298,18.8342534674449,20.032198949577214,22.89044463488619,22.94200819312335,23.748274495594462,24.987568281286755,25.27163419459689,26.173461885431642,25.9871842111773,27.320958561933463,28.46053169765418,30.605273034506233,31.499128338677902,31.222457407094556,30.942235531720524,30.364824465371573,33.656333334144854,34.051366853133295,34.365944004866165,35.38623003298406,35.93777836661583,36.77001429544921,0.02036217786371708,0.023601282387971878,0.002769596641883254
Colombia,7.492866254927888,8.17584289499175,8.716423307096393,9.154346748365471,9.317309446419694,10.122236186243782,9.84694984900079,11.085174442630645,11.037117952110982,12.36890827018534,12.61759132035049,13.144903563088192,13.434728663645508,14.351997669026549,15.252949218355417,15.478647887402609,15.856434426512157,16.575999684687922,17.442179364932592,17.893973635346295,18.594922829260412,19.17527288737643,20.853978264488134,20.84089789676193,21.916027339683982,20.431090583184197,21.236355789960793,22.289601127529973,24.540195305436452,26.33164741951087,26.745275959815377,27.39687826980113,28.254194581724025,28.423307994057676,26.22594310749495,26.015768134126052,25.657932137437154,25.606363774202105,26.53086246788646,27.086329015892247,27.21901169395648,30.700059543805875,30.841521936956372,34.00888549816269,31.95408784185875,34.23877729012353,35.7000213433723,38.37522322430998,38.23716995922219,40.313019510233794,41.03396108369594,41.12714499704225,-0.0004675477393902838,0.0419025681912899,0.003097785171121359
Ecuador,0.739,0.78,0.845,0.994,1.061,1.2669999999999997,1.392,1.5579999999999998,1.544,1.788,1.782,1.966,2.4189999999999996,2.4929999999999994,2.589,3.266,3.6340000000000003,3.999,3.9649999999999994,4.454,5.021955921618317,5.248815540571114,5.399077024030406,5.3440034393809075,5.473966647056157,5.533363058333706,6.164554328641892,5.973397316377784,6.423689120695112,6.998558559985513,6.49870405484907,7.409356632122002,8.264521315110644,8.387167126759282,7.908914091718326,8.379231847199838,8.223912347555771,8.645801363563631,8.899046521701331,9.197764384628574,9.750557015854962,10.337958087612677,10.984251228398108,11.694909569070688,11.465530348031892,12.731241265308501,13.516053369542599,14.270966639231425,14.717656849962856,15.481930828002962,15.456213636965806,15.292317766986018,-0.013307150453329086,0.04714631289243698,0.0011518503306433558
